Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	i'm phi ,	5	Human 2	11, 15
2	2	, and	9	Human 2	7, 15
2	2	. i	5	Human 2	11, 15
2	2	. i'm	5	Human 2	7, 11
2	2	an ai	7	Human 2	9, 15
2	2	can be	5	Human 2	3, 7
2	2	i can	3	Human 2	3, 5
2	2	language model	3	Human 2	9, 11
6	1	i	13	Human 2	3, 5, 9, 11, 13, 15
5	1	and	13	Human 2	3, 5, 7, 9, 15
4	1	i'm	9	Human 2	7, 9, 11, 15
4	1	the	7	Human 2	3, 5, 7, 9
3	1	a	7	Human 2	9, 11, 15
3	1	ai	7	Human 2	9, 11, 15
3	1	be	9	Human 2	3, 7, 11
2	1	don't	7	Human 2	9, 15
2	1	earn	3	Human 2	9, 11
2	1	imagine	3	Human 2	3, 5
2	1	in	5	Human 2	5, 9
2	1	legal	3	Human 2	5, 7
2	1	life	3	Human 2	9, 11
2	1	there	9	Human 2	3, 11
2	1	to	9	Human 2	3, 11
2	1	work	3	Human 2	3, 5

