Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	how about yourself ?	5	2	1	Human 1	4, 5
2	2	3	would be nice	11	2	1	Human 1	10, 11
3	3	2	do you	10	6	1	Human 2	7, 10, 12
3	1	2	yourself ?	5	4	2	Human 1	2, 4, 5
2	2	2	from peru	7	2	1	Human 1	6, 7
2	2	2	good for	7	2	1	Human 1	6, 7
2	2	2	is not	15	6	1	Human 1	10, 15
8	8	1	i	9	13	1	Human 1	4, 9, 10, 11, 12, 13, 14, 16
7	6	1	you	10	15	3	Human 2	1, 5, 7, 10, 12, 13, 15
6	6	1	a	5	11	1	Human 1	4, 5, 6, 9, 12, 14
6	6	1	haha	7	6	1	Human 1	6, 7, 8, 9, 10, 11
6	6	1	just	9	14	2	Human 1	2, 4, 9, 12, 13, 15
5	5	1	but	9	10	1	Human 1	6, 9, 10, 11, 15
5	3	1	is	15	11	3	Human 1	6, 10, 14, 15, 16
4	4	1	at	9	12	1	Human 1	4, 9, 10, 15
4	4	1	live	9	8	1	Human 1	8, 9, 12, 15
4	3	1	not	10	7	1	Human 2	9, 10, 11, 15
3	1	1	be	15	6	1	Human 1	10, 11, 15
3	2	1	good	7	11	1	Human 1	6, 7, 16
3	1	1	how	16	13	1	Human 1	4, 5, 16
3	3	1	it	12	9	1	Human 2	7, 12, 15
3	3	1	that	11	5	1	Human 1	10, 11, 14
3	3	1	the	15	13	1	Human 1	4, 15, 16
3	3	1	will	13	4	1	Human 1	12, 13, 15
2	2	1	after	13	2	1	Human 1	12, 13
2	2	1	hi	3	4	1	Human 1	0, 3
2	2	1	it's	6	2	1	Human 2	5, 6
2	2	1	no	15	2	1	Human 1	14, 15
2	2	1	one	9	4	1	Human 1	6, 9
2	2	1	quite	11	6	1	Human 1	6, 11
2	2	1	task	15	2	1	Human 1	14, 15
2	2	1	taste	7	2	1	Human 1	6, 7
2	2	1	think	13	2	1	Human 1	12, 13
2	2	1	very	7	2	1	Human 1	6, 7
2	2	1	what	10	10	1	Human 2	1, 10
2	2	1	your	13	8	1	Human 1	6, 13

