Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	2	flip over	13	4	1	Human 1	12, 13, 15
3	3	2	i'm gonna	13	6	1	Human 1	10, 13, 15
6	6	1	it	9	14	2	Human 1	2, 8, 9, 12, 13, 15
4	1	1	gonna	13	6	2	Human 1	10, 12, 13, 15
4	1	1	i'm	11	6	1	Human 1	10, 11, 13, 15
3	3	1	football	7	4	1	Human 1	6, 7, 9
3	3	1	game	5	6	1	Human 1	4, 5, 9
3	3	1	going	3	10	1	Human 1	2, 3, 11
3	3	1	is	9	5	1	Human 1	8, 9, 12
3	3	1	stadium	9	4	1	Human 1	8, 9, 11
3	3	1	to	12	4	2	Human 2	9, 11, 12
2	2	1	kayaking	11	2	1	Human 1	10, 11
2	2	1	my	12	6	1	Human 2	7, 12
2	2	1	right	9	4	1	Human 1	6, 9
2	2	1	that's	9	4	1	Human 1	6, 9

