Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	i'm gonna flip over	3	Human 2	13, 15
2	2	flip over	3	Human 2	13, 15
2	2	have a	5	Human 2	5, 9
4	1	a	11	Human 2	5, 9, 11, 15
3	1	i'm	5	Human 2	11, 13, 15
3	1	it	7	Human 2	9, 13, 15
2	1	and	3	Human 2	13, 15
2	1	do	3	Human 2	9, 11
2	1	football	3	Human 2	7, 9
2	1	game	5	Human 2	5, 9
2	1	going	9	Human 2	3, 11
2	1	i	11	Human 2	5, 15
2	1	on	7	Human 2	3, 9
2	1	stadium	3	Human 2	9, 11
2	1	that	3	Human 2	9, 11
2	1	the	3	Human 2	7, 9
2	1	to	3	Human 2	9, 11
2	1	we	3	Human 2	9, 11
2	1	yes	5	Human 2	5, 9

