Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	9	i know you're good but your day will come	3	Human 2	5, 7
2	7	to visit family i know you're good	3	Human 2	7, 9
2	2	going to	3	Human 2	7, 9
2	2	hello there	3	Human 2	1, 3
2	2	new york	3	Human 2	9, 11
5	1	i'm	9	Human 2	5, 7, 9, 11, 13
4	1	good	7	Human 2	5, 7, 9, 11
3	1	about	5	Human 2	7, 9, 11
3	1	day	5	Human 2	3, 5, 7
3	1	family	5	Human 2	7, 9, 11
3	1	getting	7	Human 2	5, 7, 11
3	1	visit	5	Human 2	7, 9, 11
2	1	and	3	Human 2	11, 13
2	1	down	5	Human 2	7, 11
2	1	what	3	Human 2	13, 15

