Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	2	! i've	5	Human 2	9, 13
2	2	do you	13	Human 2	3, 15
2	2	i've started	3	Human 2	9, 11
2	2	you have	11	Human 2	5, 15
4	1	a	11	Human 2	5, 11, 13, 15
4	1	like	11	Human 2	5, 7, 9, 15
4	1	you	13	Human 2	3, 5, 7, 15
3	1	do	13	Human 2	3, 7, 15
3	1	that's	11	Human 2	3, 9, 13
3	1	to	9	Human 2	3, 7, 11
2	1	and	3	Human 2	9, 11
2	1	can	5	Human 2	3, 7
2	1	for	11	Human 2	5, 15
2	1	i	3	Human 2	9, 11
2	1	it	3	Human 2	3, 5
2	1	me	11	Human 2	5, 15
2	1	of	3	Human 2	5, 7
2	1	the	3	Human 2	7, 9
2	1	with	9	Human 2	7, 15
2	1	your	15	Human 2	1, 15

