Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	on one day ?	3	Human 2	5, 7
2	3	people get on	7	Human 2	5, 11
3	2	one day	7	Human 2	5, 7, 11
2	2	interesting .	3	Human 2	13, 15
2	2	it like	5	Human 2	7, 11
2	2	was it	3	Human 2	7, 9
5	1	people	9	Human 2	3, 5, 7, 9, 11
5	1	what	11	Human 2	1, 3, 7, 9, 11
4	1	and	7	Human 2	9, 11, 13, 15
4	1	it	9	Human 2	7, 9, 11, 15
4	1	on	9	Human 2	3, 5, 7, 11
3	1	get	9	Human 2	3, 5, 11
2	1	are	7	Human 2	9, 15
2	1	holiday	3	Human 2	1, 3
2	1	how	5	Human 2	5, 9
2	1	is	9	Human 2	1, 9
2	1	it's	7	Human 2	9, 15
2	1	really	3	Human 2	9, 11
2	1	them	7	Human 2	9, 15
2	1	they	3	Human 2	9, 11
2	1	to	7	Human 2	3, 9
2	1	where	3	Human 2	7, 9
2	1	you	9	Human 2	3, 11

