Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	5	are you going to watch	11	6	1	Human 1	6, 11
3	1	4	are you going to	9	6	1	Human 1	6, 9, 11
2	2	3	. i actually	15	6	1	Human 1	10, 15
4	1	2	are you	9	8	2	Human 1	4, 6, 9, 11
3	3	2	a little	13	6	2	Human 1	8, 12, 13
3	3	2	i will	15	6	2	Human 1	10, 14, 15
3	3	2	the ufc	11	6	1	Human 1	10, 11, 15
3	3	2	the weekend	5	4	1	Human 1	4, 5, 7
2	2	2	coming up	15	6	1	Human 1	10, 15
2	2	2	haha .	10	2	1	Human 2	9, 10
8	6	1	i	10	9	2	Human 2	7, 9, 10, 11, 12, 13, 14, 15
8	3	1	the	7	12	1	Human 1	4, 5, 7, 8, 9, 10, 11, 15
8	4	1	you	4	9	1	Human 2	3, 4, 5, 6, 7, 9, 10, 11
6	3	1	going	3	10	1	Human 1	2, 3, 5, 6, 9, 11
5	4	1	a	13	7	3	Human 1	8, 10, 12, 13, 14
5	2	1	to	9	10	2	Human 1	4, 6, 9, 11, 13
4	2	1	actually	9	8	1	Human 1	8, 9, 10, 15
4	2	1	haha	9	7	2	Human 1	4, 8, 9, 10
4	1	1	ufc	13	6	1	Human 1	10, 11, 13, 15
4	1	1	weekend	10	7	1	Human 1	4, 5, 7, 10
3	3	1	be	8	4	1	Human 2	7, 8, 10
3	3	1	do	14	6	2	Human 2	9, 13, 14
3	3	1	have	11	4	1	Human 1	10, 11, 13
3	3	1	it	6	4	1	Human 2	5, 6, 8
3	3	1	it's	13	4	1	Human 1	12, 13, 15
3	3	1	just	12	11	1	Human 2	5, 12, 15
3	3	1	live	7	3	1	Human 1	6, 7, 8
3	3	1	on	6	3	1	Human 2	5, 6, 7
3	2	1	watch	9	6	1	Human 1	6, 9, 11
2	2	1	and	15	4	1	Human 1	12, 15
2	2	1	as	14	8	1	Human 2	7, 14
2	2	1	been	13	2	1	Human 1	12, 13
2	2	1	but	13	2	1	Human 1	12, 13
2	2	1	can	8	2	1	Human 2	7, 8
2	2	1	competing	15	4	1	Human 1	12, 15
2	2	1	hi	1	2	1	Human 1	0, 1
2	2	1	hokey	9	2	1	Human 1	8, 9
2	2	1	is	8	4	1	Human 2	5, 8
2	2	1	myself	13	2	1	Human 1	12, 13
2	2	1	pretty	13	2	1	Human 1	12, 13
2	2	1	so	10	8	1	Human 2	3, 10
2	2	1	there	12	12	1	Human 2	1, 12
2	2	1	this	11	2	1	Human 1	10, 11
2	2	1	violent	13	6	1	Human 1	8, 13
2	2	1	wow	9	4	1	Human 1	6, 9
2	2	1	yeah	15	2	1	Human 1	14, 15

