Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	what would it be	13	Human 2	1, 13
2	3	do you think	9	Human 2	3, 11
2	3	ice cream from	3	Human 2	7, 9
2	2	chinese food	3	Human 2	3, 5
2	2	i would	5	Human 2	5, 9
6	1	would	13	Human 2	1, 3, 5, 7, 9, 13
5	1	be	13	Human 2	1, 3, 5, 7, 13
5	1	you	13	Human 2	1, 3, 9, 11, 13
4	1	and	7	Human 2	7, 9, 11, 13
4	1	the	11	Human 2	1, 7, 9, 11
3	1	food	5	Human 2	1, 3, 5
3	1	i	9	Human 2	5, 9, 13
3	1	like	5	Human 2	9, 11, 13
3	1	one	11	Human 2	1, 3, 11
3	1	think	11	Human 2	3, 11, 13
2	1	chinese	3	Human 2	3, 5
2	1	cream	3	Human 2	7, 9
2	1	love	5	Human 2	5, 9
2	1	more	3	Human 2	11, 13
2	1	of	7	Human 2	1, 7
2	1	pick	3	Human 2	7, 9
2	1	something	3	Human 2	11, 13
2	1	that's	7	Human 2	3, 9
2	1	there	3	Human 2	9, 11
2	1	to	3	Human 2	3, 5

