Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	5	. how about yourself ?	7	4	1	Human 1	4, 7
3	1	2	. how	5	4	1	Human 1	4, 5, 7
3	1	2	yourself ?	7	6	2	Human 1	2, 4, 7
2	2	2	, that	11	2	1	Human 1	10, 11
2	2	2	, which	7	2	1	Human 1	6, 7
2	2	2	after death	13	2	1	Human 1	12, 13
2	2	2	from peru	7	2	1	Human 1	6, 7
2	2	2	nice .	11	2	1	Human 1	10, 11
8	8	1	you	10	15	4	Human 2	1, 3, 5, 7, 10, 12, 13, 15
7	7	1	i	7	13	1	Human 1	4, 7, 10, 12, 14, 15, 16
7	7	1	just	5	14	2	Human 1	2, 4, 5, 7, 12, 13, 15
5	5	1	good	6	12	1	Human 2	5, 6, 9, 13, 16
4	4	1	for	6	13	1	Human 2	3, 6, 9, 15
4	4	1	haha	9	5	2	Human 1	6, 8, 9, 10
4	1	1	how	16	13	1	Human 1	4, 5, 7, 16
4	4	1	it's	7	10	1	Human 1	6, 7, 13, 15
4	4	1	to	5	11	1	Human 1	2, 5, 9, 12
4	4	1	was	11	4	1	Human 1	10, 11, 12, 13
3	3	1	as	13	8	1	Human 1	8, 13, 15
3	3	1	in	7	5	1	Human 1	6, 7, 10
3	3	1	live	15	8	2	Human 1	8, 12, 15
3	3	1	not	13	6	1	Human 1	10, 13, 15
3	3	1	see	14	11	1	Human 2	5, 14, 15
3	2	1	that	11	5	1	Human 1	10, 11, 14
3	3	1	the	7	13	1	Human 1	4, 7, 16
2	2	1	be	13	4	1	Human 1	10, 13
2	2	1	much	14	8	1	Human 2	7, 14
2	2	1	one	9	4	1	Human 1	6, 9
2	2	1	only	13	6	1	Human 1	8, 13
2	2	1	say	8	4	1	Human 2	5, 8
2	2	1	taste	7	2	1	Human 1	6, 7
2	2	1	think	15	4	1	Human 1	12, 15
2	2	1	very	7	2	1	Human 1	6, 7
2	2	1	what	10	10	1	Human 2	1, 10
2	2	1	will	13	2	1	Human 1	12, 13
2	2	1	your	7	2	1	Human 1	6, 7

