Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	2	people are	5	Human 2	9, 11, 13
2	2	different places	3	Human 2	9, 11
2	2	get different	3	Human 2	3, 5
2	2	it was	5	Human 2	9, 13
2	2	the people	3	Human 2	7, 9
2	2	where people	9	Human 2	3, 11
6	1	people	11	Human 2	3, 5, 7, 9, 11, 13
5	1	and	13	Human 2	3, 9, 11, 13, 15
5	1	was	9	Human 2	7, 9, 11, 13, 15
4	1	from	9	Human 2	7, 9, 11, 15
4	1	it	11	Human 2	3, 9, 11, 13
3	1	a	11	Human 2	5, 9, 15
3	1	get	11	Human 2	3, 5, 13
3	1	one	9	Human 2	5, 7, 13
3	1	really	7	Human 2	9, 13, 15
3	1	the	7	Human 2	3, 7, 9
3	1	where	9	Human 2	3, 7, 11
3	1	you	9	Human 2	5, 11, 13
2	1	but	11	Human 2	5, 15
2	1	coming	3	Human 2	9, 11
2	1	costumes	5	Human 2	3, 7
2	1	fun	7	Human 2	3, 9
2	1	i	13	Human 2	3, 15
2	1	is	7	Human 2	1, 7
2	1	it's	3	Human 2	13, 15
2	1	like	11	Human 2	3, 13
2	1	of	11	Human 2	3, 13
2	1	there	9	Human 2	7, 15
2	1	to	9	Human 2	5, 13
2	1	what	13	Human 2	1, 13

