Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	! i love	3	Human 2	15, 17
2	3	so much fun	5	Human 2	5, 9
2	2	, the	9	Human 2	9, 17
2	2	eating out	3	Human 2	9, 11
2	2	i love	3	Human 2	15, 17
2	2	it .	5	Human 2	9, 13
5	1	a	13	Human 2	5, 7, 11, 13, 17
5	1	the	15	Human 2	3, 7, 9, 15, 17
4	1	i	13	Human 2	5, 11, 15, 17
4	1	it	11	Human 2	5, 9, 13, 15
4	1	you	13	Human 2	1, 3, 7, 13
3	1	and	13	Human 2	5, 11, 17
3	1	how	15	Human 2	1, 3, 15
3	1	to	13	Human 2	5, 11, 17
2	1	are	9	Human 2	1, 9
2	1	badminton	3	Human 2	15, 17
2	1	feeling	3	Human 2	1, 3
2	1	have	5	Human 2	7, 11
2	1	i'm	11	Human 2	3, 13
2	1	like	3	Human 2	11, 13
2	1	that	5	Human 2	13, 17
2	1	was	3	Human 2	3, 5
2	1	we	3	Human 2	7, 9

