Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	that is not	3	Human 2	3, 5
2	3	vu is a	9	Human 2	5, 13
2	2	. i	7	Human 2	7, 13
2	2	before .	7	Human 2	3, 9
2	2	deja vu	5	Human 2	1, 5
4	1	a	11	Human 2	3, 5, 7, 13
4	1	is	11	Human 2	3, 5, 7, 13
4	1	that	7	Human 2	3, 5, 7, 9
4	1	vu	13	Human 2	1, 3, 5, 13
3	1	interesting	9	Human 2	5, 11, 13
3	1	of	7	Human 2	3, 7, 9
2	1	conversation	11	Human 2	3, 13
2	1	french	7	Human 2	7, 13
2	1	i	7	Human 2	7, 13
2	1	this	7	Human 2	7, 13
2	1	topic	5	Human 2	7, 11

