Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	3	i'm not good	15	6	1	Human 1	10, 15
3	3	2	ground beef	13	4	1	Human 1	12, 13, 15
3	1	2	i'm not	11	6	1	Human 1	10, 11, 15
3	3	2	you ?	3	6	1	Human 1	2, 3, 7
2	2	2	, but	15	6	1	Human 1	10, 15
2	2	2	badminton .	17	4	1	Human 1	14, 17
2	2	2	eating ?	9	2	1	Human 1	8, 9
2	2	2	graduated already	7	2	1	Human 1	6, 7
2	2	2	meet them	5	2	1	Human 1	4, 5
2	2	2	played squash	17	2	1	Human 1	16, 17
2	2	2	to try	17	2	1	Human 1	16, 17
9	7	1	you	2	17	1	Human 2	1, 2, 3, 4, 6, 7, 9, 13, 17
8	8	1	i	10	15	3	Human 2	3, 5, 7, 10, 11, 14, 16, 17
6	4	1	good	5	14	1	Human 1	2, 5, 10, 11, 13, 15
6	3	1	i'm	10	7	1	Human 2	9, 10, 11, 13, 14, 15
5	3	1	but	11	8	1	Human 1	10, 11, 13, 15, 17
5	5	1	have	7	8	1	Human 1	6, 7, 9, 11, 13
5	5	1	klutz	11	8	1	Human 1	10, 11, 13, 15, 17
4	4	1	a	10	7	1	Human 2	9, 10, 13, 15
4	4	1	are	8	11	1	Human 2	1, 8, 9, 11
4	2	1	eating	11	6	1	Human 1	8, 9, 11, 13
4	4	1	like	15	8	2	Human 1	10, 14, 15, 17
4	4	1	lol	11	6	1	Human 1	10, 11, 13, 15
4	1	1	not	13	6	1	Human 1	10, 11, 13, 15
4	2	1	to	16	13	2	Human 2	5, 7, 16, 17
3	1	1	badminton	15	4	1	Human 1	14, 15, 17
3	1	1	beef	13	4	1	Human 1	12, 13, 15
3	3	1	what	9	6	1	Human 1	8, 9, 13
2	2	1	at	15	2	1	Human 1	14, 15
2	2	1	did	9	6	1	Human 1	4, 9
2	2	1	it	14	2	1	Human 2	13, 14
2	2	1	love	17	2	1	Human 1	16, 17
2	2	1	never	17	2	1	Human 1	16, 17
2	2	1	pretty	13	2	1	Human 1	12, 13
2	2	1	what's	11	2	1	Human 1	10, 11
2	2	1	where	9	6	1	Human 1	4, 9

