Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	can have a big impact on	3	Human 2	11, 13
2	4	, the weather can	3	Human 2	9, 11
2	4	. just like how	3	Human 2	9, 11
2	4	can make days gloomy	5	Human 2	5, 9
3	2	can make	7	Human 2	5, 9, 11
3	2	the weather	5	Human 2	9, 11, 13
2	2	, and	3	Human 2	7, 9
2	2	however ,	7	Human 2	3, 9
2	2	rainy days	3	Human 2	5, 7
2	2	too .	5	Human 2	9, 13
6	1	can	11	Human 2	3, 5, 7, 9, 11, 13
6	1	the	11	Human 2	3, 5, 7, 9, 11, 13
5	1	and	11	Human 2	3, 5, 7, 9, 13
4	1	have	11	Human 2	3, 7, 11, 13
4	1	too	9	Human 2	5, 7, 9, 13
4	1	weather	11	Human 2	3, 9, 11, 13
3	1	how	5	Human 2	9, 11, 13
3	1	just	9	Human 2	3, 9, 11
3	1	like	7	Human 2	5, 9, 11
3	1	that's	5	Human 2	7, 9, 11
3	1	water	7	Human 2	7, 11, 13
2	1	don't	3	Human 2	3, 5
2	1	you	11	Human 2	3, 13

