Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	7	can't take anymore sick day from work	3	Human 2	7, 9
2	3	i love movies	3	Human 2	11, 13
2	3	i'm the son	3	Human 2	7, 9
3	2	i love	5	Human 2	9, 11, 13
2	2	i like	5	Human 2	5, 9
2	2	work .	5	Human 2	7, 11
5	1	i	9	Human 2	5, 7, 9, 11, 13
4	1	day	11	Human 2	1, 7, 9, 11
4	1	the	7	Human 2	7, 9, 11, 13
3	1	like	7	Human 2	3, 5, 9
3	1	movies	5	Human 2	9, 11, 13
3	1	son	5	Human 2	5, 7, 9
3	1	you	5	Human 2	1, 3, 5
2	1	are	3	Human 2	3, 5
2	1	me	3	Human 2	3, 5
2	1	with	5	Human 2	1, 5
2	1	your	3	Human 2	5, 7

