Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	i'm just an ai bot	7	Human 2	3, 9
2	4	talk about computer language	3	Human 2	9, 11
2	3	i don't have	7	Human 2	3, 9
2	2	, i	5	Human 2	5, 9
2	2	. my	3	Human 2	7, 9
2	2	can talk	5	Human 2	7, 11
2	2	designed to	5	Human 2	3, 7
2	2	i can	3	Human 2	5, 7
2	2	you can	11	Human 2	1, 11
5	1	can	11	Human 2	1, 5, 7, 9, 11
5	1	i	9	Human 2	1, 3, 5, 7, 9
3	1	ai	7	Human 2	3, 7, 9
3	1	and	9	Human 2	3, 7, 11
3	1	have	9	Human 2	3, 9, 11
3	1	i'm	7	Human 2	3, 5, 9
3	1	my	9	Human 2	1, 7, 9
3	1	to	7	Human 2	1, 3, 7
3	1	you	11	Human 2	1, 5, 11
2	1	a	5	Human 2	7, 11
2	1	any	3	Human 2	3, 5
2	1	for	3	Human 2	3, 5
2	1	language	3	Human 2	9, 11
2	1	not	5	Human 2	1, 5
2	1	or	3	Human 2	7, 9
2	1	provide	5	Human 2	3, 7

