Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	the high school	3	Human 2	13, 15
3	2	high school	7	Human 2	9, 13, 15
2	2	i was	15	Human 2	5, 19
2	2	i'm in	3	Human 2	7, 9
2	2	the results	3	Human 2	7, 9
2	2	yeah i	7	Human 2	5, 11
5	1	i	15	Human 2	5, 9, 11, 17, 19
5	1	the	9	Human 2	7, 9, 11, 13, 15
4	1	i'm	7	Human 2	3, 5, 7, 9
4	1	in	9	Human 2	5, 7, 9, 13
4	1	school	11	Human 2	9, 13, 15, 19
3	1	was	15	Human 2	5, 17, 19
2	1	be	5	Human 2	11, 15
2	1	got	11	Human 2	7, 17
2	1	haha	5	Human 2	7, 11
2	1	just	5	Human 2	7, 11
2	1	of	7	Human 2	11, 17
2	1	that	5	Human 2	15, 19
2	1	wanna	5	Human 2	11, 15

