Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	. did you have	3	Human 2	9, 11
2	4	i'm not sure what	3	Human 2	11, 13
2	4	nice to meet you	3	Human 2	5, 7
3	3	. did you	7	Human 2	5, 9, 11
3	3	i'm not sure	5	Human 2	9, 11, 13
2	3	last week ?	3	Human 2	7, 9
3	2	nice to	5	Human 2	3, 5, 7
2	2	met you	3	Human 2	1, 3
6	1	you	11	Human 2	1, 3, 5, 7, 9, 11
4	1	i	11	Human 2	1, 5, 7, 11
4	1	to	11	Human 2	3, 5, 7, 13
3	1	it's	5	Human 2	3, 5, 7
3	1	me	13	Human 2	1, 5, 13
3	1	met	7	Human 2	1, 3, 7
3	1	not	5	Human 2	9, 11, 13
2	1	a	5	Human 2	5, 9
2	1	hi	5	Human 2	3, 7
2	1	is	7	Human 2	5, 11
2	1	jenna	5	Human 2	3, 7
2	1	meet	3	Human 2	5, 7
2	1	the	3	Human 2	5, 7
2	1	think	3	Human 2	5, 7

