Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	5	to learn how to make	3	2	1	Human 1	2, 3
2	2	4	. what kind of	11	8	1	Human 1	4, 11
2	2	3	to figure out	7	4	1	Human 1	4, 7
4	2	2	. what	4	9	1	Human 2	3, 4, 7, 11
3	3	2	ah ,	6	12	1	Human 2	3, 6, 14
3	1	2	to make	11	10	1	Human 1	2, 3, 11
2	2	2	, i	13	4	1	Human 1	10, 13
2	2	2	of cookies	5	2	1	Human 1	4, 5
2	2	2	yeah ,	13	4	1	Human 1	10, 13
10	6	1	to	5	13	1	Human 1	2, 3, 4, 5, 7, 9, 11, 12, 13, 14
6	6	1	you	4	9	1	Human 2	3, 4, 7, 8, 9, 11
5	4	1	i	10	10	1	Human 2	5, 10, 12, 13, 14
5	3	1	of	5	10	1	Human 1	4, 5, 11, 12, 13
5	5	1	the	11	5	1	Human 1	10, 11, 12, 13, 14
5	2	1	what	7	11	1	Human 2	3, 4, 7, 11, 13
4	4	1	a	8	10	2	Human 2	3, 5, 8, 12
4	4	1	i'm	7	10	2	Human 1	2, 4, 7, 11
3	3	1	but	5	7	1	Human 1	4, 5, 10
3	3	1	croissants	3	4	1	Human 1	2, 3, 5
3	3	1	have	5	5	1	Human 1	4, 5, 8
3	1	1	how	9	8	1	Human 1	2, 3, 9
3	3	1	it's	7	12	1	Human 1	2, 7, 13
3	1	1	out	9	6	1	Human 1	4, 7, 9
3	3	1	that	13	6	2	Human 1	8, 12, 13
2	2	1	been	7	4	1	Human 1	4, 7
2	2	1	give	9	2	1	Human 1	8, 9
2	2	1	i'll	9	2	1	Human 1	8, 9
2	2	1	i've	5	2	1	Human 1	4, 5
2	2	1	if	11	2	1	Human 1	10, 11
2	2	1	made	5	2	1	Human 1	4, 5
2	2	1	pastries	11	2	1	Human 1	10, 11
2	2	1	say	8	4	1	Human 2	5, 8
2	2	1	so	11	8	1	Human 1	4, 11
2	2	1	them	4	2	1	Human 2	3, 4
2	2	1	they	9	6	1	Human 1	4, 9
2	2	1	think	11	2	1	Human 1	10, 11
2	2	1	with	10	4	1	Human 2	7, 10

