Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	? can i come wit	3	Human 2	9, 11
3	4	can i come wit	7	Human 2	9, 11, 15
3	3	holidays doing these	5	Human 2	11, 13, 15
2	3	come wit you	5	Human 2	9, 13
2	3	what does that	3	Human 2	11, 13
2	3	where are you	3	Human 2	7, 9
2	2	going where	3	Human 2	9, 11
2	2	gonna come	3	Human 2	13, 15
2	2	sound nice	5	Human 2	11, 15
2	2	the bahamas	3	Human 2	7, 9
2	2	you ?	5	Human 2	3, 7
6	1	you	13	Human 2	3, 7, 9, 11, 13, 15
4	1	bahamas	7	Human 2	7, 9, 11, 13
4	1	the	7	Human 2	5, 7, 9, 11
3	1	are	5	Human 2	7, 9, 11
3	1	going	5	Human 2	7, 9, 11
3	1	i	7	Human 2	9, 11, 15
3	1	nice	5	Human 2	11, 13, 15
3	1	scary	5	Human 2	9, 11, 13
3	1	sound	5	Human 2	11, 13, 15
3	1	that	9	Human 2	5, 11, 13
2	1	how	7	Human 2	3, 9
2	1	i'm	7	Human 2	7, 13
2	1	now	3	Human 2	7, 9
2	1	snorkeling	3	Human 2	13, 15
2	1	yey	3	Human 2	13, 15

