Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	not able to attend	7	6	1	Human 1	2, 7
4	2	3	not able to	5	6	2	Human 1	2, 4, 5, 7
2	2	3	. can you	3	2	1	Human 1	2, 3
2	2	3	the course content	11	2	1	Human 1	10, 11
5	1	2	able to	8	7	2	Human 1	2, 4, 5, 7, 8
2	2	2	. i	13	10	1	Human 1	4, 13
2	2	2	for the	13	8	1	Human 1	6, 13
2	2	2	over the	13	6	1	Human 1	8, 13
2	2	2	slides .	5	2	1	Human 1	4, 5
2	2	2	very much	13	4	1	Human 1	10, 13
2	2	2	your preparation	11	6	1	Human 1	6, 11
10	6	1	the	3	12	1	Human 1	2, 3, 4, 5, 6, 8, 9, 10, 11, 13
9	8	1	you	3	12	1	Human 1	2, 3, 4, 7, 8, 9, 11, 12, 13
8	7	1	i	5	12	2	Human 1	2, 4, 5, 8, 9, 10, 12, 13
8	5	1	to	3	10	1	Human 1	2, 3, 4, 5, 7, 8, 10, 11
6	6	1	time	5	10	1	Human 1	4, 5, 6, 7, 11, 13
5	5	1	help	3	12	1	Human 1	2, 3, 7, 9, 13
5	1	1	not	8	7	2	Human 1	2, 4, 5, 7, 8
5	3	1	your	7	8	1	Human 1	6, 7, 9, 11, 13
4	4	1	have	5	4	1	Human 1	4, 5, 6, 7
4	2	1	preparation	7	8	1	Human 1	6, 7, 11, 13
4	4	1	understand	3	8	1	Human 1	2, 3, 5, 9
3	3	1	be	8	8	1	Human 2	3, 8, 10
3	1	1	can	9	8	1	Human 1	2, 3, 9
3	1	1	course	10	9	1	Human 2	3, 10, 11
3	1	1	for	9	8	1	Human 1	6, 9, 13
3	3	1	last	5	4	2	Human 1	2, 4, 5
3	3	1	lectures	3	6	1	Human 1	2, 3, 7
3	3	1	of	6	4	2	Human 2	3, 5, 6
3	3	1	still	7	4	1	Human 1	6, 7, 9
3	3	1	test	7	4	1	Human 1	6, 7, 9
3	3	1	that	11	6	1	Human 1	8, 11, 13
3	3	1	up	8	10	1	Human 2	1, 8, 10
3	3	1	week	13	12	2	Human 1	2, 12, 13
2	2	1	a	10	2	1	Human 2	9, 10
2	2	1	concepts	3	2	1	Human 1	2, 3
2	2	1	here	8	2	1	Human 2	7, 8
2	2	1	me	3	2	1	Human 1	2, 3
2	2	1	now	13	10	1	Human 1	4, 13
2	1	1	very	13	4	1	Human 1	10, 13
2	2	1	we	9	4	1	Human 1	6, 9
2	2	1	will	13	4	1	Human 1	10, 13
2	2	1	with	13	4	1	Human 1	10, 13

