Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	to be a pastry chef	7	Human 2	1, 7
3	3	a pastry chef	7	Human 2	1, 3, 7
2	2	did you	5	Human 2	1, 5
2	2	good at	3	Human 2	5, 7
2	2	to be	7	Human 2	1, 7
2	2	you actually	3	Human 2	5, 7
7	1	a	15	Human 2	1, 3, 7, 9, 11, 13, 15
7	1	you	13	Human 2	1, 3, 5, 7, 9, 11, 13
6	1	i	13	Human 2	3, 5, 9, 11, 13, 15
5	1	and	9	Human 2	7, 9, 11, 13, 15
5	1	that	11	Human 2	5, 9, 11, 13, 15
4	1	chef	9	Human 2	1, 3, 7, 9
4	1	the	9	Human 2	7, 9, 11, 15
3	1	are	11	Human 2	5, 11, 15
3	1	for	5	Human 2	11, 13, 15
3	1	good	5	Human 2	5, 7, 9
3	1	haha	7	Human 2	3, 7, 9
3	1	have	5	Human 2	7, 9, 11
3	1	of	9	Human 2	7, 13, 15
3	1	to	7	Human 2	1, 3, 7
3	1	work	5	Human 2	11, 13, 15
2	1	about	5	Human 2	9, 13
2	1	all	3	Human 2	13, 15
2	1	cake	5	Human 2	9, 13
2	1	cakes	3	Human 2	13, 15
2	1	can	9	Human 2	3, 11
2	1	guess	3	Human 2	5, 7
2	1	how	5	Human 2	9, 13
2	1	i'm	5	Human 2	3, 7
2	1	it	7	Human 2	3, 9
2	1	just	3	Human 2	3, 5
2	1	like	5	Human 2	11, 15
2	1	or	11	Human 2	5, 15
2	1	psychic	3	Human 2	5, 7
2	1	really	9	Human 2	3, 11
2	1	what	3	Human 2	11, 13

