Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	white collar is	3	Human 2	4, 6
3	2	white collar	6	Human 2	1, 4, 6
2	2	definitely a	7	Human 2	6, 12
2	2	interested in	7	Human 2	2, 8
2	2	show .	5	Human 2	6, 10
2	2	yeah ,	3	Human 2	10, 12
5	1	a	12	Human 2	1, 4, 6, 10, 12
3	1	and	9	Human 2	4, 6, 12
3	1	i	8	Human 2	1, 6, 8
3	1	it's	7	Human 2	6, 10, 12
3	1	of	4	Human 2	1, 2, 4
3	1	show	7	Human 2	6, 10, 12
3	1	you	12	Human 2	1, 2, 12
2	1	anime	5	Human 2	8, 12
2	1	great	3	Human 2	8, 10
2	1	have	3	Human 2	10, 12
2	1	is	3	Human 2	4, 6
2	1	it	3	Human 2	8, 10
2	1	shows	2	Human 2	1, 2

