Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	, i don't	5	Human 2	5, 9
2	2	can you	7	Human 2	7, 13
2	2	help you	3	Human 2	3, 5
2	2	that's a	5	Human 2	9, 13
2	2	🤔 i'm	9	Human 2	5, 13
5	1	you	11	Human 2	3, 5, 7, 11, 13
4	1	i'm	9	Human 2	5, 9, 11, 13
3	1	any	5	Human 2	5, 7, 9
3	1	can	11	Human 2	3, 7, 13
3	1	have	5	Human 2	5, 7, 9
3	1	i	7	Human 2	3, 5, 9
3	1	plans	5	Human 2	5, 7, 9
3	1	that's	7	Human 2	7, 9, 13
2	1	a	5	Human 2	9, 13
2	1	new	5	Human 2	3, 7
2	1	not	11	Human 2	3, 13
2	1	or	5	Human 2	9, 13
2	1	to	7	Human 2	5, 11

