Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	14	never thought about the event replaying sometimes . interesting insight ! thanks for sharing	3	Human 2	9, 11
2	6	etcetera that way before never thought	3	Human 2	11, 13
2	5	i'm just an ai and	5	Human 2	3, 7
2	5	yeah etcetera that way before	3	Human 2	9, 11
3	3	event replaying sometimes	5	Human 2	9, 11, 13
3	2	about the	7	Human 2	5, 9, 11
2	2	, but	3	Human 2	3, 5
4	1	about	9	Human 2	5, 9, 11, 13
4	1	that	11	Human 2	3, 9, 11, 13
3	1	interesting	5	Human 2	9, 11, 13
2	1	a	7	Human 2	7, 13
2	1	and	5	Human 2	3, 7
2	1	french	7	Human 2	7, 13
2	1	have	5	Human 2	3, 7
2	1	here	9	Human 2	3, 11
2	1	i	11	Human 2	3, 13
2	1	i'm	5	Human 2	3, 7
2	1	it	3	Human 2	3, 5
2	1	of	3	Human 2	5, 7
2	1	on	3	Human 2	5, 7
2	1	vu	5	Human 2	1, 5

