Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	2	, so	3	Human 2	5, 7
2	2	i could	3	Human 2	7, 9
5	1	i'm	11	Human 2	3, 5, 7, 11, 13
5	1	the	11	Human 2	3, 5, 9, 11, 13
4	1	i	9	Human 2	5, 7, 9, 13
3	1	a	5	Human 2	5, 7, 9
3	1	in	5	Human 2	9, 11, 13
3	1	of	5	Human 2	5, 7, 9
3	1	so	7	Human 2	5, 7, 11
2	1	and	5	Human 2	5, 9
2	1	breakfast	3	Human 2	3, 5
2	1	but	3	Human 2	5, 7
2	1	experience	7	Human 2	7, 13
2	1	food	7	Human 2	7, 13
2	1	have	7	Human 2	3, 9
2	1	just	5	Human 2	7, 11
2	1	only	3	Human 2	7, 9
2	1	to	7	Human 2	3, 9
2	1	what	7	Human 2	3, 9
2	1	you	3	Human 2	1, 3

