Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	3	revealing of personality	7	2	1	Human 1	6, 7
4	4	2	the lotus	5	6	1	Human 1	4, 5, 7, 9
3	3	2	, it's	7	8	1	Human 1	6, 7, 13
3	3	2	flower is	10	6	2	Human 2	5, 7, 10
2	2	2	. why	7	4	1	Human 1	4, 7
2	2	2	do you	7	6	1	Human 1	2, 7
2	2	2	have a	9	8	1	Human 1	2, 9
2	2	2	it's not	13	8	1	Human 1	6, 13
2	2	2	talk with	13	2	1	Human 1	12, 13
2	2	2	you have	13	12	1	Human 1	2, 13
8	5	1	the	8	10	1	Human 1	4, 5, 7, 8, 9, 11, 12, 13
8	5	1	you	5	13	1	Human 1	2, 5, 7, 8, 10, 11, 13, 14
7	5	1	a	9	13	4	Human 1	2, 4, 6, 8, 9, 12, 14
7	4	1	flower	5	9	1	Human 1	2, 5, 6, 7, 8, 9, 10
6	6	1	that	6	9	1	Human 2	5, 6, 9, 10, 11, 13
5	5	1	like	11	6	2	Human 1	8, 10, 11, 12, 13
5	5	1	to	9	10	2	Human 1	4, 8, 9, 12, 13
4	4	1	and	9	5	1	Human 1	8, 9, 11, 12
4	1	1	have	5	12	1	Human 1	2, 5, 9, 13
4	4	1	i	6	5	2	Human 2	3, 5, 6, 7
4	1	1	it's	8	8	1	Human 1	6, 7, 8, 13
4	4	1	just	6	7	1	Human 2	5, 6, 10, 11
4	4	1	more	11	8	1	Human 1	6, 11, 12, 13
4	2	1	personality	11	8	1	Human 1	6, 7, 11, 13
3	3	1	are	9	6	1	Human 1	6, 9, 11
3	1	1	do	3	6	1	Human 1	2, 3, 7
3	3	1	does	9	7	1	Human 1	4, 9, 10
3	3	1	i'm	5	6	1	Human 1	4, 5, 9
3	1	1	is	10	6	2	Human 2	5, 7, 10
3	3	1	it	9	4	1	Human 1	8, 9, 11
3	1	1	not	9	8	1	Human 1	6, 9, 13
3	1	1	of	12	7	1	Human 1	6, 7, 12
3	1	1	why	14	11	1	Human 1	4, 7, 14
3	1	1	with	13	6	2	Human 1	8, 12, 13
2	2	1	cartoon	9	2	1	Human 1	8, 9
2	2	1	over	13	2	1	Human 1	12, 13
2	2	1	people	11	6	1	Human 1	6, 11
2	2	1	personal	6	2	1	Human 2	5, 6
2	2	1	someone	11	2	1	Human 1	10, 11
2	2	1	their	11	2	1	Human 1	10, 11
2	2	1	them	13	2	1	Human 1	12, 13
2	2	1	think	7	2	1	Human 1	6, 7
2	2	1	years	13	2	1	Human 1	12, 13

