Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	have not been to	3	Human 2	13, 15
2	4	i'm just an ai	3	Human 2	13, 15
2	2	, i	3	Human 2	11, 13
2	2	ai and	11	Human 2	5, 15
2	2	for a	5	Human 2	5, 9
2	2	in the	9	Human 2	7, 15
5	1	i	13	Human 2	5, 9, 11, 13, 17
5	1	the	13	Human 2	3, 7, 9, 13, 15
4	1	in	11	Human 2	5, 7, 11, 15
3	1	a	7	Human 2	5, 9, 11
3	1	and	11	Human 2	5, 9, 15
3	1	been	7	Human 2	9, 13, 15
3	1	for	7	Human 2	3, 5, 9
3	1	have	13	Human 2	3, 13, 15
3	1	japan	5	Human 2	9, 11, 13
3	1	just	5	Human 2	11, 13, 15
2	1	any	13	Human 2	3, 15
2	1	here	9	Human 2	9, 17
2	1	is	3	Human 2	7, 9
2	1	it	9	Human 2	9, 17
2	1	living	3	Human 2	9, 11
2	1	that	9	Human 2	5, 13
2	1	to	3	Human 2	13, 15

