Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	2	it was	7	Human 2	7, 13
2	2	out and	3	Human 2	11, 13
2	2	tentative plans	3	Human 2	7, 9
2	2	you ?	5	Human 2	3, 7
5	1	out	11	Human 2	3, 7, 9, 11, 13
3	1	about	11	Human 2	3, 7, 13
3	1	and	11	Human 2	3, 11, 13
3	1	but	5	Human 2	7, 9, 11
3	1	good	5	Human 2	3, 5, 7
3	1	it	13	Human 2	1, 7, 13
3	1	there	7	Human 2	1, 5, 7
3	1	you	5	Human 2	3, 5, 7
2	1	going	11	Human 2	1, 11
2	1	here	3	Human 2	11, 13
2	1	how	7	Human 2	1, 7
2	1	i	9	Human 2	5, 13
2	1	i'm	3	Human 2	7, 9
2	1	just	5	Human 2	7, 11
2	1	my	7	Human 2	3, 9

