Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	the marathon and	5	Human 2	7, 11
2	3	the marathon time	3	Human 2	3, 5
2	2	2 months	3	Human 2	13, 15
2	2	for the	5	Human 2	11, 15
2	2	good .	11	Human 2	5, 15
2	2	i like	3	Human 2	9, 11
2	2	obstacle race	3	Human 2	9, 11
2	2	sign up	5	Human 2	11, 15
5	1	the	13	Human 2	3, 5, 7, 11, 15
4	1	and	11	Human 2	5, 7, 11, 15
4	1	time	13	Human 2	3, 5, 7, 15
3	1	good	11	Human 2	5, 13, 15
3	1	i	9	Human 2	3, 9, 11
3	1	like	5	Human 2	7, 9, 11
3	1	months	11	Human 2	5, 13, 15
3	1	obstacle	5	Human 2	7, 9, 11
3	1	race	5	Human 2	7, 9, 11
3	1	you	9	Human 2	7, 13, 15
2	1	any	3	Human 2	5, 7
2	1	do	3	Human 2	5, 7
2	1	events	3	Human 2	5, 7
2	1	for	5	Human 2	11, 15
2	1	next	5	Human 2	11, 15
2	1	on	5	Human 2	3, 7
2	1	what	5	Human 2	3, 7

