Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	to finish up	3	Human 2	3, 5
2	2	, just	3	Human 2	9, 11
2	2	for fun	7	Human 2	7, 13
2	2	i like	7	Human 2	9, 15
2	2	like to	3	Human 2	7, 9
2	2	long distances	3	Human 2	9, 11
2	2	lots of	5	Human 2	3, 7
6	1	to	13	Human 2	3, 5, 7, 9, 11, 15
5	1	for	13	Human 2	5, 7, 9, 13, 17
5	1	have	13	Human 2	5, 7, 13, 15, 17
5	1	i	13	Human 2	3, 5, 7, 9, 15
4	1	just	11	Human 2	5, 9, 11, 15
4	1	like	9	Human 2	7, 9, 13, 15
4	1	long	13	Human 2	3, 9, 11, 15
4	1	of	13	Human 2	3, 7, 13, 15
4	1	you	13	Human 2	5, 7, 13, 17
3	1	but	13	Human 2	3, 5, 15
3	1	distances	7	Human 2	9, 11, 15
3	1	i'm	13	Human 2	5, 13, 17
3	1	work	15	Human 2	3, 5, 17
2	1	and	5	Human 2	5, 9
2	1	day	5	Human 2	1, 5
2	1	going	5	Human 2	1, 5
2	1	i've	7	Human 2	5, 11
2	1	love	5	Human 2	7, 11
2	1	run	7	Human 2	9, 15
2	1	the	9	Human 2	5, 13
2	1	though	5	Human 2	11, 15
2	1	too	5	Human 2	11, 15
2	1	was	15	Human 2	3, 17
2	1	well	7	Human 2	11, 17

