Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	. can you	3	Human 2	3, 5
2	3	provide me with	3	Human 2	3, 5
2	2	. just	5	Human 2	9, 13
2	2	about the	5	Human 2	3, 7
2	2	over the	5	Human 2	5, 9
2	2	to stay	3	Human 2	11, 13
5	1	the	9	Human 2	3, 5, 7, 9, 11
5	1	to	11	Human 2	3, 5, 9, 11, 13
4	1	with	11	Human 2	3, 5, 11, 13
4	1	you	9	Human 2	3, 5, 9, 11
3	1	and	5	Human 2	9, 11, 13
3	1	up	11	Human 2	1, 9, 11
2	1	a	3	Human 2	5, 7
2	1	be	7	Human 2	3, 9
2	1	concepts	3	Human 2	3, 5
2	1	do	3	Human 2	11, 13
2	1	great	3	Human 2	11, 13
2	1	i	7	Human 2	7, 13
2	1	i'm	3	Human 2	5, 7
2	1	of	9	Human 2	3, 11
2	1	some	11	Human 2	3, 13
2	1	your	3	Human 2	11, 13

