Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	i live in japan	3	Human 2	9, 11
2	3	in mountain view	3	Human 2	7, 9
3	2	in japan	7	Human 2	9, 11, 15
3	2	in the	11	Human 2	5, 13, 15
2	2	have the	3	Human 2	13, 15
2	2	living in	7	Human 2	9, 15
2	2	sapporo and	3	Human 2	11, 13
2	2	that's been	3	Human 2	13, 15
2	2	the same	9	Human 2	5, 13
5	1	the	15	Human 2	3, 5, 13, 15, 17
4	1	and	7	Human 2	11, 13, 15, 17
4	1	i	13	Human 2	5, 9, 11, 17
3	1	food	5	Human 2	13, 15, 17
3	1	have	5	Human 2	11, 13, 15
3	1	where	13	Human 2	3, 5, 15
2	1	he's	5	Human 2	7, 11
2	1	just	9	Human 2	3, 11
2	1	sapporo	3	Human 2	11, 13
2	1	we	5	Human 2	11, 15
2	1	you	13	Human 2	5, 17

