Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	8	i'm just an ai , i don't have	3	Human 2	3, 5
2	4	all over the world	3	Human 2	13, 15
2	4	for the holidays ?	3	Human 2	7, 9
3	2	, i	7	Human 2	3, 5, 9
2	2	. uganda	5	Human 2	9, 13
2	2	did you	3	Human 2	7, 9
2	2	is a	7	Human 2	9, 15
2	2	non-profit organization	3	Human 2	13, 15
2	2	these kinds	3	Human 2	13, 15
2	2	uganda was	3	Human 2	11, 13
5	1	the	11	Human 2	5, 7, 9, 13, 15
5	1	you	11	Human 2	1, 3, 7, 9, 11
4	1	have	9	Human 2	3, 5, 9, 11
4	1	holidays	7	Human 2	3, 5, 7, 9
3	1	a	7	Human 2	9, 11, 15
3	1	just	11	Human 2	3, 5, 13
2	1	and	5	Human 2	11, 15
2	1	any	7	Human 2	3, 9
2	1	do	9	Human 2	5, 13
2	1	i'm	3	Human 2	3, 5
2	1	or	3	Human 2	3, 5
2	1	plans	7	Human 2	3, 9
2	1	to	3	Human 2	3, 5
2	1	volunteer	3	Human 2	13, 15
2	1	was	3	Human 2	11, 13
2	1	with	13	Human 2	3, 15

