Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	went to the amusement park today	5	Human 2	9, 13
2	3	! i was	5	Human 2	9, 13
2	2	the adrenaline	5	Human 2	11, 15
4	1	a	11	Human 2	5, 7, 11, 15
4	1	i	9	Human 2	7, 9, 13, 15
4	1	just	11	Human 2	3, 5, 7, 13
4	1	of	11	Human 2	5, 9, 13, 15
4	1	the	7	Human 2	9, 11, 13, 15
3	1	actually	7	Human 2	7, 9, 13
3	1	and	5	Human 2	7, 9, 11
3	1	but	5	Human 2	11, 13, 15
3	1	coaster	9	Human 2	7, 13, 15
3	1	my	7	Human 2	3, 7, 9
3	1	park	7	Human 2	7, 9, 13
3	1	today	9	Human 2	5, 9, 13
3	1	was	7	Human 2	9, 13, 15
3	1	went	7	Human 2	7, 9, 13
2	1	day	3	Human 2	5, 7
2	1	first	5	Human 2	7, 11
2	1	not	3	Human 2	13, 15
2	1	that	5	Human 2	9, 13
2	1	work	3	Human 2	5, 7
2	1	you	7	Human 2	5, 11

