Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	i'm just an ai	3	Human 2	3, 5
3	2	have you	5	Human 2	7, 9, 11
2	2	, but	3	Human 2	3, 5
2	2	sandwich was	3	Human 2	11, 13
2	2	you !	3	Human 2	3, 5
5	1	you	9	Human 2	3, 5, 7, 9, 11
4	1	have	7	Human 2	7, 9, 11, 13
4	1	i	11	Human 2	3, 5, 9, 13
4	1	some	9	Human 2	5, 7, 9, 13
3	1	and	7	Human 2	5, 9, 11
3	1	but	11	Human 2	3, 5, 13
3	1	i'm	5	Human 2	3, 5, 7
3	1	sandwich	5	Human 2	9, 11, 13
3	1	the	5	Human 2	9, 11, 13
2	1	are	7	Human 2	5, 11
2	1	can	3	Human 2	3, 5
2	1	don't	3	Human 2	3, 5
2	1	eat	3	Human 2	3, 5
2	1	had	5	Human 2	9, 13
2	1	lunch	3	Human 2	3, 5
2	1	of	3	Human 2	11, 13
2	1	place	3	Human 2	9, 11
2	1	space	3	Human 2	9, 11
2	1	they	5	Human 2	7, 11
2	1	though	3	Human 2	9, 11
2	1	tried	5	Human 2	7, 11
2	1	what	11	Human 2	3, 13

