Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	i'm the same way	7	Human 2	7, 13
2	3	lights and decorations	5	Human 2	11, 15
2	3	there's just something	7	Human 2	7, 13
2	2	the holidays	5	Human 2	5, 9
2	2	you know	7	Human 2	3, 9
8	1	the	17	Human 2	1, 5, 7, 9, 11, 13, 15, 17
5	1	and	11	Human 2	7, 11, 13, 15, 17
4	1	i	13	Human 2	3, 9, 11, 15
4	1	i'm	7	Human 2	7, 9, 11, 13
3	1	about	7	Human 2	7, 9, 13
3	1	can	11	Human 2	3, 5, 13
3	1	decorations	7	Human 2	11, 15, 17
3	1	festive	5	Human 2	11, 13, 15
3	1	have	9	Human 2	9, 11, 17
3	1	same	7	Human 2	7, 11, 13
3	1	that	9	Human 2	9, 13, 17
2	1	are	7	Human 2	9, 15
2	1	christmas	5	Human 2	13, 17
2	1	definitely	5	Human 2	5, 9
2	1	for	7	Human 2	1, 7
2	1	oh	3	Human 2	1, 3
2	1	staying	3	Human 2	5, 7
2	1	that's	11	Human 2	5, 15
2	1	very	5	Human 2	11, 15
2	1	with	7	Human 2	5, 11
2	1	you	7	Human 2	3, 9

