Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	7	, so i don't have personal preferences	5	Human 2	5, 9
2	6	language model , so i don't	7	Human 2	3, 9
2	5	i'm phi , an ai	5	Human 2	5, 9
2	4	. however , i	5	Human 2	5, 9
4	3	i'm phi ,	9	Human 2	3, 5, 9, 11
3	3	i don't have	13	Human 2	5, 9, 17
2	3	, i can	3	Human 2	5, 7
2	3	an ai ,	13	Human 2	5, 17
2	3	as phi ,	11	Human 2	7, 17
2	3	personal preferences or	3	Human 2	7, 9
3	2	i can	7	Human 2	5, 7, 11
3	2	information about	7	Human 2	5, 7, 11
2	2	john mayer	5	Human 2	11, 15
2	2	known for	3	Human 2	13, 15
7	1	i	17	Human 2	1, 3, 5, 7, 9, 11, 17
5	1	i'm	9	Human 2	3, 5, 7, 9, 11
4	1	about	9	Human 2	3, 5, 7, 11
4	1	but	15	Human 2	3, 11, 15, 17
4	1	not	11	Human 2	7, 11, 15, 17
4	1	or	9	Human 2	7, 9, 11, 15
4	1	to	17	Human 2	1, 9, 15, 17
3	1	as	11	Human 2	7, 13, 17
3	1	john	5	Human 2	11, 13, 15
3	1	language	15	Human 2	3, 9, 17
3	1	music	7	Human 2	5, 7, 11
3	1	of	9	Human 2	7, 13, 15
2	1	all	15	Human 2	1, 15
2	1	and	5	Human 2	13, 17
2	1	feelings	11	Human 2	7, 17
2	1	group	7	Human 2	5, 11
2	1	may	5	Human 2	11, 15
2	1	mayer	5	Human 2	11, 15
2	1	provide	7	Human 2	5, 11
2	1	robot	17	Human 2	1, 17
2	1	the	9	Human 2	1, 9
2	1	you	5	Human 2	7, 11

