Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	i haven't what about it	3	Human 2	11, 13
2	2	about the	9	Human 2	9, 17
2	2	have a	3	Human 2	5, 7
2	2	how it's	3	Human 2	9, 11
2	2	the survivors	5	Human 2	13, 17
2	2	you have	3	Human 2	7, 9
4	1	about	9	Human 2	9, 11, 13, 17
4	1	the	9	Human 2	9, 13, 15, 17
3	1	i	9	Human 2	5, 11, 13
3	1	it's	7	Human 2	9, 11, 15
3	1	you	9	Human 2	7, 9, 15
2	1	made	9	Human 2	9, 17
2	1	not	5	Human 2	9, 13
2	1	of	3	Human 2	7, 9
2	1	scifi	3	Human 2	9, 11
2	1	show	3	Human 2	15, 17
2	1	to	11	Human 2	7, 17

