Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	11	ay thanksgiving and turkey stuffing the people told me that too	3	Human 2	9, 11
3	2	ay thanksgiving	5	Human 2	7, 9, 11
2	2	are you	5	Human 2	1, 5
2	2	you doing	3	Human 2	3, 5
4	1	and	7	Human 2	5, 7, 9, 11
4	1	turkey	7	Human 2	5, 7, 9, 11
4	1	you	13	Human 2	1, 3, 5, 13
3	1	haha	7	Human 2	7, 11, 13
3	1	the	5	Human 2	9, 11, 13
3	1	too	5	Human 2	7, 9, 11
2	1	good	3	Human 2	9, 11
2	1	how	5	Human 2	1, 5
2	1	looking	3	Human 2	3, 5
2	1	what	9	Human 2	5, 13

