Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	during the holiday season	7	Human 2	5, 11
3	3	the holiday season	11	Human 2	1, 5, 11
2	3	! well ,	3	Human 2	9, 11
2	3	, interesting !	5	Human 2	9, 13
2	3	definitely a popular	9	Human 2	5, 13
2	3	is definitely a	5	Human 2	5, 9
3	2	during the	9	Human 2	5, 11, 13
2	2	, i	9	Human 2	3, 11
2	2	are definitely	3	Human 2	11, 13
4	1	are	9	Human 2	5, 7, 11, 13
3	1	about	9	Human 2	1, 7, 9
3	1	and	7	Human 2	3, 7, 9
3	1	is	5	Human 2	5, 7, 9
3	1	you	11	Human 2	3, 5, 13
2	1	any	9	Human 2	5, 13
2	1	for	5	Human 2	5, 9
2	1	have	11	Human 2	3, 13
2	1	holidays	7	Human 2	7, 13
2	1	i	9	Human 2	3, 11
2	1	or	3	Human 2	3, 5
2	1	there	5	Human 2	7, 11
2	1	time	3	Human 2	7, 9
2	1	to	3	Human 2	9, 11
2	1	with	5	Human 2	3, 7

