Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	a bunch of	13	Human 2	3, 15
2	3	sean carroll survivors	3	Human 2	13, 15
4	2	sean carroll	7	Human 2	9, 11, 13, 15
3	2	i have	7	Human 2	5, 9, 11
2	2	like a	9	Human 2	7, 15
2	2	me .	7	Human 2	9, 15
2	2	week .	3	Human 2	5, 7
5	1	a	15	Human 2	3, 7, 9, 15, 17
5	1	i	15	Human 2	3, 5, 9, 11, 17
4	1	have	7	Human 2	5, 7, 9, 11
4	1	of	15	Human 2	3, 11, 15, 17
4	1	the	7	Human 2	11, 13, 15, 17
3	1	and	11	Human 2	3, 7, 13
3	1	in	7	Human 2	11, 13, 17
3	1	like	11	Human 2	7, 15, 17
3	1	reading	5	Human 2	5, 7, 9
3	1	survivors	5	Human 2	13, 15, 17
3	1	to	7	Human 2	3, 7, 9
3	1	week	5	Human 2	3, 5, 7
2	1	about	7	Human 2	11, 17
2	1	going	11	Human 2	7, 17
2	1	his	5	Human 2	9, 13
2	1	is	5	Human 2	9, 13
2	1	scifi	5	Human 2	9, 13
2	1	such	5	Human 2	13, 17
2	1	survive	3	Human 2	13, 15
2	1	that	13	Human 2	3, 15

