Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	provide some concepts for the last	3	Human 2	5, 7
2	5	. but still its going	3	Human 2	11, 13
2	4	the last lectures topic	3	Human 2	3, 5
3	3	some concepts for	5	Human 2	5, 7, 9
2	3	! can you	5	Human 2	3, 7
2	3	the last few	5	Human 2	7, 11
2	3	you need help	3	Human 2	3, 5
4	2	some concepts	7	Human 2	3, 5, 7, 9
2	2	course syllabus	3	Human 2	11, 13
2	2	help with	9	Human 2	3, 11
2	2	that you	9	Human 2	3, 11
2	2	very much	3	Human 2	11, 13
6	1	the	11	Human 2	3, 5, 7, 9, 11, 13
6	1	you	11	Human 2	3, 5, 7, 9, 11, 13
5	1	for	9	Human 2	5, 7, 9, 11, 13
5	1	last	9	Human 2	3, 5, 7, 9, 11
4	1	help	9	Human 2	3, 5, 9, 11
3	1	course	11	Human 2	3, 11, 13
3	1	going	7	Human 2	7, 11, 13
3	1	lectures	7	Human 2	3, 5, 9
3	1	provide	5	Human 2	3, 5, 7
3	1	that	9	Human 2	3, 9, 11
3	1	with	11	Human 2	3, 11, 13
2	1	preparation	3	Human 2	7, 9
2	1	sure	5	Human 2	7, 11
2	1	tough	3	Human 2	11, 13
2	1	was	3	Human 2	3, 5
2	1	will	3	Human 2	11, 13

