Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	3	i'm phi ,	5	Human 2	5, 7, 9
2	3	, i don't	5	Human 2	9, 13
2	3	. however ,	5	Human 2	5, 9
2	3	an ai ,	9	Human 2	5, 13
5	2	i'm phi	9	Human 2	5, 7, 9, 11, 13
3	2	, but	7	Human 2	3, 7, 9
3	2	, i	9	Human 2	5, 9, 13
2	2	as an	5	Human 2	9, 13
2	2	eat pastries	3	Human 2	11, 13
2	2	i haven't	3	Human 2	5, 7
2	2	to clarify	5	Human 2	9, 13
6	1	i'm	11	Human 2	3, 5, 7, 9, 11, 13
5	1	phi	9	Human 2	5, 7, 9, 11, 13
4	1	but	9	Human 2	3, 7, 9, 11
4	1	have	7	Human 2	7, 9, 11, 13
4	1	to	11	Human 2	3, 9, 11, 13
4	1	you	9	Human 2	3, 5, 7, 11
3	1	ai	9	Human 2	5, 11, 13
3	1	made	7	Human 2	5, 7, 11
3	1	with	9	Human 2	5, 11, 13
2	1	a	5	Human 2	3, 7
2	1	and	11	Human 2	3, 13
2	1	croissants	3	Human 2	3, 5
2	1	good	5	Human 2	7, 11
2	1	it	5	Human 2	3, 7
2	1	or	9	Human 2	5, 13
2	1	that	3	Human 2	11, 13
2	1	your	7	Human 2	1, 7

