Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	i'm just an ai	5	Human 2	5, 9
2	2	i'm a	3	Human 2	11, 13
8	1	a	15	Human 2	1, 3, 5, 7, 9, 11, 13, 15
4	1	you	13	Human 2	1, 3, 11, 13
3	1	ai	7	Human 2	5, 9, 11
3	1	and	7	Human 2	3, 7, 9
3	1	can	11	Human 2	3, 9, 13
3	1	i	7	Human 2	7, 9, 13
3	1	of	11	Human 2	5, 9, 15
3	1	the	9	Human 2	7, 11, 15
2	1	about	9	Human 2	3, 11
2	1	background	5	Human 2	3, 7
2	1	cake	7	Human 2	9, 15
2	1	chef	11	Human 2	1, 11
2	1	have	3	Human 2	7, 9
2	1	how	11	Human 2	3, 13
2	1	pastry	5	Human 2	1, 5
2	1	was	3	Human 2	5, 7

