Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	in the hypothetical scenario	3	Human 2	9, 11
3	3	i'm phi ,	11	Human 2	3, 5, 13
2	3	. however ,	11	Human 2	3, 13
2	3	could personify ramen	3	Human 2	7, 9
2	3	don't have personal	5	Human 2	3, 7
2	3	i don't have	11	Human 2	3, 13
4	2	i'm phi	11	Human 2	3, 5, 7, 13
4	2	phi ,	11	Human 2	3, 5, 9, 13
3	2	i don't	11	Human 2	3, 5, 13
2	2	, i	5	Human 2	9, 13
2	2	based on	5	Human 2	5, 9
2	2	if i	3	Human 2	5, 7
5	1	and	11	Human 2	3, 5, 7, 9, 13
5	1	i	11	Human 2	3, 5, 7, 9, 13
4	1	i'm	11	Human 2	3, 5, 7, 13
3	1	ramen	5	Human 2	7, 9, 11
3	1	you	9	Human 2	5, 11, 13
2	1	in	3	Human 2	9, 11
2	1	or	7	Human 2	7, 13
2	1	places	3	Human 2	9, 11
2	1	preferences	7	Human 2	7, 13
2	1	to	7	Human 2	5, 11

