Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	i'm doing well .	5	4	1	Human 1	2, 5
3	1	3	i'm doing well	3	4	1	Human 1	2, 3, 5
3	3	3	like action movies	11	10	1	Human 1	8, 11, 17
2	2	3	what are you	7	6	1	Human 1	2, 7
4	2	2	are you	2	7	1	Human 2	1, 2, 3, 7
4	1	2	i'm doing	7	6	1	Human 1	2, 3, 5, 7
3	3	2	a little	7	10	1	Human 1	6, 7, 15
2	2	2	. i	17	14	1	Human 1	4, 17
2	2	2	? i	10	4	1	Human 2	7, 10
2	2	2	but it's	7	2	1	Human 1	6, 7
2	2	2	it's not	17	4	1	Human 1	14, 17
2	2	2	it's okay	11	6	1	Human 1	6, 11
2	2	2	long ago	5	2	1	Human 1	4, 5
2	2	2	movies but	17	8	1	Human 1	10, 17
2	2	2	outside work	7	2	1	Human 1	6, 7
11	9	1	i	5	14	1	Human 1	4, 5, 7, 9, 10, 11, 12, 13, 15, 16, 17
9	6	1	you	6	17	1	Human 2	1, 2, 3, 6, 7, 8, 11, 16, 17
8	3	1	it's	12	12	1	Human 1	6, 7, 11, 12, 13, 14, 15, 17
8	8	1	to	5	16	1	Human 1	2, 5, 9, 11, 12, 13, 16, 17
7	4	1	but	9	12	1	Human 1	6, 7, 9, 10, 11, 13, 17
6	2	1	are	5	9	1	Human 2	1, 2, 3, 5, 7, 9
6	2	1	doing	2	7	1	Human 2	1, 2, 3, 5, 6, 7
6	6	1	that	12	9	3	Human 2	7, 9, 11, 12, 13, 15
5	3	1	a	6	13	1	Human 2	3, 6, 7, 10, 15
5	2	1	like	9	10	1	Human 1	8, 9, 11, 15, 17
5	1	1	movies	9	10	1	Human 1	8, 9, 10, 11, 17
5	3	1	what	7	12	2	Human 1	2, 6, 7, 10, 13
4	2	1	action	9	10	1	Human 1	8, 9, 11, 17
4	4	1	it	16	9	2	Human 2	9, 11, 16, 17
3	3	1	emails	5	4	1	Human 1	4, 5, 7
3	3	1	ending	15	4	1	Human 1	14, 15, 17
3	3	1	enjoy	7	6	1	Human 1	6, 7, 11
3	3	1	haha	13	4	1	Human 1	12, 13, 15
3	3	1	happened	11	4	1	Human 1	10, 11, 13
3	3	1	never	11	6	1	Human 1	10, 11, 15
3	1	1	okay	7	6	1	Human 1	6, 7, 11
3	3	1	the	15	6	1	Human 1	12, 15, 17
3	1	1	well	3	4	1	Human 1	2, 3, 5
2	2	1	already	5	2	1	Human 1	4, 5
2	2	1	bit	7	2	1	Human 1	6, 7
2	2	1	didn't	17	2	1	Human 1	16, 17
2	2	1	do	7	2	1	Human 1	6, 7
2	2	1	forget	13	2	1	Human 1	12, 13
2	2	1	hi	1	2	1	Human 1	0, 1
2	2	1	much	17	2	1	Human 1	16, 17
2	2	1	only	13	2	1	Human 1	12, 13
2	2	1	spoil	17	2	1	Human 1	16, 17
2	2	1	terminators	11	2	1	Human 1	10, 11
2	2	1	that's	5	2	1	Human 1	4, 5
2	2	1	time	12	8	1	Human 2	5, 12
2	2	1	want	17	2	1	Human 1	16, 17
2	2	1	watch	17	2	1	Human 1	16, 17
2	2	1	watched	15	6	1	Human 1	10, 15

