Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	3	how are you	2	2	1	Human 2	1, 2
4	4	2	i love	9	10	1	Human 1	6, 9, 13, 15
2	2	2	did you	11	8	1	Human 1	4, 11
2	2	2	i was	7	4	1	Human 1	4, 7
9	5	1	i	5	12	1	Human 1	4, 5, 6, 7, 9, 11, 12, 13, 15
9	5	1	you	3	14	1	Human 2	1, 2, 3, 4, 10, 11, 12, 13, 14
6	6	1	have	11	12	2	Human 1	4, 10, 11, 12, 13, 15
5	5	1	the	5	12	1	Human 1	4, 5, 11, 13, 15
4	4	1	fishing	12	9	1	Human 2	7, 12, 13, 15
4	4	1	is	13	10	2	Human 1	6, 8, 13, 15
4	4	1	it	8	9	1	Human 2	7, 8, 9, 15
3	3	1	my	5	12	1	Human 1	4, 5, 15
3	3	1	that	7	4	1	Human 1	6, 7, 9
3	3	1	today	7	6	2	Human 1	2, 4, 7
3	2	1	was	7	6	1	Human 1	4, 7, 9
2	2	1	any	12	2	1	Human 2	11, 12
2	2	1	before	11	2	1	Human 1	10, 11
2	2	1	doing	3	2	1	Human 1	2, 3
2	2	1	especially	15	10	1	Human 1	6, 15
2	2	1	for	9	6	1	Human 1	4, 9
2	2	1	good	3	2	1	Human 1	2, 3
2	2	1	hard	9	2	1	Human 1	8, 9
2	2	1	i'm	3	2	1	Human 1	2, 3
2	2	1	in	15	12	1	Human 1	4, 15
2	2	1	lunch	5	2	1	Human 1	4, 5
2	2	1	other	12	8	1	Human 2	5, 12
2	2	1	really	15	4	1	Human 1	12, 15
2	2	1	would	15	2	1	Human 1	14, 15

