Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	going to be	7	Human 2	3, 9
3	2	going to	9	Human 2	3, 9, 11
2	2	to have	7	Human 2	5, 11
5	1	to	9	Human 2	3, 5, 7, 9, 11
4	1	i	11	Human 2	3, 7, 11, 13
4	1	new	11	Human 2	3, 5, 7, 13
3	1	a	9	Human 2	5, 9, 13
3	1	food	5	Human 2	9, 11, 13
3	1	have	7	Human 2	5, 7, 11
3	1	i'm	9	Human 2	5, 11, 13
2	1	day	5	Human 2	5, 9
2	1	for	7	Human 2	5, 11
2	1	is	7	Human 2	3, 9
2	1	my	5	Human 2	3, 7
2	1	never	3	Human 2	7, 9
2	1	that's	5	Human 2	7, 11
2	1	the	3	Human 2	9, 11
2	1	there	9	Human 2	1, 9

