Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	😂 i'll have to	3	Human 2	11, 13
2	3	for december .	3	Human 2	7, 9
2	2	, but	3	Human 2	7, 9
4	1	for	11	Human 2	3, 7, 9, 13
4	1	have	7	Human 2	7, 9, 11, 13
3	1	i	5	Human 2	5, 7, 9
3	1	the	5	Human 2	7, 9, 11
3	1	to	9	Human 2	5, 11, 13
3	1	too	5	Human 2	7, 9, 11
3	1	you	11	Human 2	3, 5, 13
2	1	all	5	Human 2	7, 11
2	1	has	5	Human 2	3, 7
2	1	it	11	Human 2	3, 13
2	1	not	5	Human 2	5, 9
2	1	so	7	Human 2	5, 11
2	1	that	3	Human 2	5, 7
2	1	year	3	Human 2	7, 9

