Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	going to the bahams now	5	Human 2	7, 11
2	5	i'm going to the bahamas	5	Human 2	5, 9
3	4	i'm going to the	5	Human 2	5, 7, 9
5	1	i'm	11	Human 2	5, 7, 9, 11, 15
5	1	the	11	Human 2	5, 7, 9, 11, 15
5	1	to	11	Human 2	5, 7, 9, 11, 15
4	1	i	11	Human 2	5, 11, 13, 15
3	1	now	5	Human 2	7, 9, 11
2	1	hello	3	Human 2	1, 3
2	1	it	3	Human 2	13, 15
2	1	need	9	Human 2	5, 13
2	1	nice	3	Human 2	13, 15
2	1	think	3	Human 2	13, 15
2	1	this	9	Human 2	5, 13
2	1	you're	3	Human 2	13, 15
2	1	your	3	Human 2	13, 15

