Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	2	japanese food	5	Human 2	7, 9, 11
2	2	, but	3	Human 2	7, 9
2	2	best for	3	Human 2	9, 11
2	2	food ,	7	Human 2	7, 13
2	2	food .	5	Human 2	5, 9
2	2	has the	5	Human 2	9, 13
2	2	of the	7	Human 2	7, 13
2	2	san mateo	3	Human 2	11, 13
2	2	the best	3	Human 2	11, 13
5	1	and	9	Human 2	3, 5, 7, 9, 11
4	1	for	7	Human 2	5, 7, 9, 11
4	1	the	7	Human 2	7, 9, 11, 13
3	1	has	5	Human 2	9, 11, 13
3	1	is	7	Human 2	5, 9, 11
3	1	to	5	Human 2	3, 5, 7
3	1	you	11	Human 2	3, 5, 13
2	1	a	3	Human 2	5, 7
2	1	any	9	Human 2	5, 13
2	1	craving	3	Human 2	5, 7
2	1	have	9	Human 2	5, 13
2	1	i'm	3	Human 2	3, 5
2	1	ramen	3	Human 2	9, 11

