Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	12	it was quite unique that you have this experience to share even	3	Human 2	11, 13
3	4	i'm phi and it	5	Human 2	11, 13, 15
3	3	it was quite	5	Human 2	9, 11, 13
2	3	ziplining or any	3	Human 2	5, 7
4	2	i'm phi	11	Human 2	5, 11, 13, 15
2	2	even though	7	Human 2	7, 13
5	1	i'm	11	Human 2	5, 7, 11, 13, 15
5	1	it	9	Human 2	7, 9, 11, 13, 15
5	1	phi	13	Human 2	5, 11, 13, 15, 17
4	1	and	7	Human 2	11, 13, 15, 17
4	1	experience	7	Human 2	7, 9, 11, 13
4	1	have	7	Human 2	7, 9, 11, 13
4	1	quite	7	Human 2	9, 11, 13, 15
3	1	a	7	Human 2	11, 15, 17
3	1	i	5	Human 2	5, 7, 9
3	1	or	9	Human 2	5, 7, 13
3	1	that	5	Human 2	11, 13, 15
3	1	though	7	Human 2	7, 9, 13
3	1	you	7	Human 2	11, 13, 17
2	1	activities	3	Human 2	5, 7
2	1	don't	3	Human 2	13, 15
2	1	it's	3	Human 2	15, 17
2	1	like	5	Human 2	11, 15
2	1	not	3	Human 2	7, 9
2	1	take	3	Human 2	11, 13
2	1	to	3	Human 2	11, 13
2	1	where	7	Human 2	9, 15
2	1	you're	5	Human 2	11, 15

