Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	i'm not sure what you	3	Human 2	11, 13
2	3	. you have	11	Human 2	3, 13
2	3	i don't have	3	Human 2	5, 7
3	2	, i	5	Human 2	1, 3, 5
3	2	. you	11	Human 2	3, 11, 13
3	2	you have	11	Human 2	3, 9, 13
2	2	have a	3	Human 2	3, 5
2	2	met you	3	Human 2	1, 3
7	1	you	13	Human 2	1, 3, 5, 7, 9, 11, 13
4	1	a	11	Human 2	3, 5, 7, 13
4	1	the	11	Human 2	3, 5, 9, 13
3	1	i'm	5	Human 2	9, 11, 13
3	1	met	9	Human 2	1, 3, 9
2	1	hello	3	Human 2	1, 3
2	1	it's	3	Human 2	3, 5
2	1	me	9	Human 2	1, 9
2	1	night	5	Human 2	3, 7

