Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	that would work for sure	3	Human 2	9, 11
3	4	that would work for	5	Human 2	9, 11, 13
2	3	for the kids	7	Human 2	7, 13
3	2	the kids	7	Human 2	7, 9, 13
2	2	the christmas	7	Human 2	5, 11
2	2	they have	11	Human 2	5, 15
2	2	would be	3	Human 2	3, 5
7	1	the	13	Human 2	3, 5, 7, 9, 11, 13, 15
6	1	for	11	Human 2	3, 5, 7, 9, 11, 13
5	1	and	13	Human 2	3, 5, 9, 11, 15
5	1	that	9	Human 2	7, 9, 11, 13, 15
5	1	you	13	Human 2	1, 3, 5, 9, 13
4	1	christmas	13	Human 2	3, 5, 11, 15
4	1	have	11	Human 2	5, 7, 9, 15
3	1	disneyland	7	Human 2	3, 5, 9
3	1	fun	7	Human 2	3, 5, 9
3	1	in	7	Human 2	5, 9, 11
3	1	sure	5	Human 2	9, 11, 13
3	1	then	7	Human 2	3, 7, 9
2	1	are	3	Human 2	13, 15
2	1	close	3	Human 2	9, 11
2	1	i	9	Human 2	7, 15
2	1	resort	5	Human 2	5, 9
2	1	this	3	Human 2	13, 15
2	1	to	3	Human 2	7, 9

