Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	i love chocolate bars	3	Human 2	7, 9
3	3	how are you	5	Human 2	1, 3, 5
2	3	i'm doing great	3	Human 2	3, 5
2	2	! i	3	Human 2	7, 9
2	2	haha i'm	3	Human 2	13, 15
2	2	today ?	5	Human 2	1, 5
4	1	i	7	Human 2	5, 7, 9, 11
4	1	i'm	13	Human 2	3, 5, 13, 15
4	1	you	15	Human 2	1, 3, 5, 15
3	1	doing	5	Human 2	1, 3, 5
3	1	great	11	Human 2	3, 5, 13
3	1	like	11	Human 2	5, 7, 15
3	1	that	7	Human 2	9, 11, 15
3	1	today	5	Human 2	1, 3, 5
2	1	a	7	Human 2	7, 13
2	1	cold	5	Human 2	9, 13
2	1	too	3	Human 2	5, 7

