Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	but i would not think	3	Human 2	13, 15
2	5	i can take you for	3	Human 2	13, 15
2	3	the christmas eve	5	Human 2	11, 15
2	2	for christmas	3	Human 2	3, 5
2	2	that but	3	Human 2	11, 13
2	2	the kids	3	Human 2	3, 5
2	2	wanted to	3	Human 2	3, 5
7	1	for	13	Human 2	3, 5, 7, 9, 11, 13, 15
5	1	the	13	Human 2	3, 5, 7, 11, 15
4	1	can	7	Human 2	9, 11, 13, 15
4	1	work	7	Human 2	9, 11, 13, 15
4	1	you	15	Human 2	1, 11, 13, 15
3	1	i	11	Human 2	5, 13, 15
3	1	not	5	Human 2	11, 13, 15
3	1	that	5	Human 2	11, 13, 15
2	1	about	5	Human 2	11, 15
2	1	and	3	Human 2	3, 5
2	1	closed	3	Human 2	11, 13
2	1	disney	7	Human 2	5, 11
2	1	this	3	Human 2	13, 15
2	1	we	3	Human 2	7, 9
2	1	will	7	Human 2	7, 13
2	1	year	3	Human 2	13, 15
2	1	your	3	Human 2	13, 15

