Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	company for about	3	Human 2	5, 7
2	3	have been with	3	Human 2	5, 7
2	2	. i	3	Human 2	3, 5
2	2	are you	7	Human 2	5, 11
2	2	have been	3	Human 2	5, 7
2	2	the same	7	Human 2	5, 11
3	1	are	7	Human 2	5, 9, 11
3	1	been	5	Human 2	3, 5, 7
3	1	company	5	Human 2	5, 7, 9
3	1	the	7	Human 2	5, 7, 11
2	1	a	3	Human 2	7, 9
2	1	it	5	Human 2	3, 7
2	1	of	5	Human 2	7, 11
2	1	team	5	Human 2	5, 9
2	1	this	3	Human 2	3, 5
2	1	to	5	Human 2	3, 7
2	1	we	3	Human 2	7, 9
2	1	what	7	Human 2	5, 11
2	1	yes	3	Human 2	3, 5
2	1	you	7	Human 2	5, 11

