Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	i'm just an ai	7	Human 2	3, 9
2	2	, and	3	Human 2	9, 11
2	2	. i	7	Human 2	1, 7
2	2	i like	5	Human 2	3, 7
4	1	and	9	Human 2	3, 7, 9, 11
4	1	i	11	Human 2	1, 3, 7, 11
4	1	like	7	Human 2	3, 5, 7, 9
3	1	to	7	Human 2	1, 3, 7
2	1	a	3	Human 2	3, 5
2	1	are	7	Human 2	5, 11
2	1	can	11	Human 2	1, 11
2	1	computer	3	Human 2	9, 11
2	1	here	3	Human 2	3, 5
2	1	i'm	7	Human 2	3, 9
2	1	in	3	Human 2	9, 11
2	1	language	5	Human 2	7, 11
2	1	my	7	Human 2	1, 7
2	1	of	5	Human 2	3, 7
2	1	you	5	Human 2	1, 5

