Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	2	i don't	7	Human 2	3, 5, 9
2	2	an ai	5	Human 2	3, 7
2	2	in japan	5	Human 2	9, 13
2	2	the summer	5	Human 2	9, 13
6	1	the	11	Human 2	5, 7, 9, 11, 13, 15
4	1	i	9	Human 2	3, 5, 9, 11
4	1	it's	9	Human 2	7, 9, 11, 15
3	1	an	11	Human 2	3, 7, 13
3	1	and	9	Human 2	3, 5, 11
3	1	are	7	Human 2	9, 11, 15
3	1	hot	5	Human 2	7, 9, 11
3	1	i'm	7	Human 2	3, 7, 9
3	1	in	9	Human 2	5, 9, 13
3	1	summer	7	Human 2	7, 9, 13
3	1	to	9	Human 2	7, 11, 15
3	1	you	11	Human 2	5, 9, 15
2	1	about	7	Human 2	7, 13
2	1	be	9	Human 2	7, 15
2	1	during	3	Human 2	7, 9
2	1	experience	5	Human 2	9, 13
2	1	experiencing	5	Human 2	7, 11
2	1	of	5	Human 2	9, 13
2	1	on	9	Human 2	5, 13
2	1	quite	5	Human 2	9, 13
2	1	tokyo	3	Human 2	11, 13
2	1	which	3	Human 2	13, 15
2	1	while	3	Human 2	7, 9

