Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	5	are you based out of	11	4	1	Human 1	8, 11
3	1	2	are you	8	9	1	Human 2	3, 8, 11
2	2	2	. but	5	2	1	Human 1	4, 5
2	2	2	after that	5	2	1	Human 1	4, 5
2	2	2	good .	7	6	1	Human 1	2, 7
2	2	2	here since	13	4	1	Human 1	10, 13
2	2	2	you ?	3	2	1	Human 1	2, 3
7	4	1	you	3	10	1	Human 1	2, 3, 5, 7, 8, 9, 11
6	6	1	to	5	12	2	Human 1	2, 4, 5, 7, 9, 13
5	3	1	but	6	10	1	Human 1	4, 5, 6, 9, 13
5	3	1	out	9	8	2	Human 1	6, 8, 9, 11, 13
4	1	1	are	13	11	1	Human 2	3, 8, 11, 13
4	4	1	been	10	5	1	Human 2	9, 10, 12, 13
4	4	1	have	7	8	1	Human 1	6, 7, 9, 13
4	4	1	that	5	4	1	Human 1	4, 5, 6, 7
4	4	1	the	12	7	2	Human 2	7, 9, 12, 13
3	1	1	after	9	6	1	Human 1	4, 5, 9
3	1	1	good	3	6	1	Human 1	2, 3, 7
3	3	1	home	9	8	2	Human 1	2, 6, 9
3	3	1	how	2	3	1	Human 2	1, 2, 3
3	3	1	i	6	8	1	Human 2	5, 6, 12
3	3	1	will	5	3	1	Human 1	4, 5, 6
2	2	1	a	5	2	1	Human 1	4, 5
2	2	1	about	3	2	1	Human 1	2, 3
2	2	1	all	9	8	1	Human 1	2, 9
2	2	1	and	13	4	1	Human 1	10, 13
2	2	1	days	13	6	1	Human 1	8, 13
2	2	1	down	13	2	1	Human 1	12, 13
2	2	1	it	4	4	1	Human 2	1, 4
2	2	1	last	13	4	1	Human 1	10, 13
2	2	1	now	14	2	1	Human 2	13, 14
2	2	1	plans	7	2	1	Human 1	6, 7
2	2	1	soon	5	4	1	Human 1	2, 5
2	2	1	sorry	9	6	1	Human 1	4, 9
2	2	1	vacation	5	2	1	Human 1	4, 5
2	2	1	well	13	2	1	Human 1	12, 13

