Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	11	it's fascinating to learn where people are coming from and what	13	6	1	Human 1	8, 13
2	2	7	really . the interactions are usually short-lived	13	6	1	Human 1	8, 13
4	4	2	. maybe	7	8	1	Human 1	4, 7, 9, 11
4	2	2	from and	9	6	1	Human 1	8, 9, 11, 13
4	2	2	to learn	9	6	1	Human 1	8, 9, 11, 13
4	4	2	to meet	3	6	1	Human 1	2, 3, 5, 7
3	3	2	do you	10	12	1	Human 2	3, 10, 14
3	1	2	it's fascinating	15	8	1	Human 1	8, 13, 15
2	2	2	a count	5	2	1	Human 1	4, 5
2	2	2	not really	15	8	1	Human 1	8, 15
9	2	1	to	4	12	1	Human 1	2, 3, 4, 5, 7, 8, 9, 11, 13
8	6	1	people	3	12	1	Human 1	2, 3, 5, 7, 8, 9, 11, 13
7	4	1	you	10	12	4	Human 2	3, 5, 7, 9, 10, 11, 14
6	5	1	and	8	9	1	Human 2	7, 8, 9, 11, 13, 15
6	4	1	from	8	9	1	Human 2	7, 8, 9, 11, 13, 15
6	3	1	it's	8	9	1	Human 2	7, 8, 9, 11, 13, 15
5	5	1	i	7	14	2	Human 1	2, 6, 7, 9, 15
4	4	1	different	7	10	1	Human 1	2, 7, 9, 11
4	2	1	do	14	13	1	Human 2	3, 10, 14, 15
4	2	1	what	8	13	1	Human 2	1, 8, 10, 13
3	1	1	a	4	3	1	Human 2	3, 4, 5
3	1	1	not	13	8	1	Human 1	8, 13, 15
3	1	1	the	8	11	1	Human 2	3, 8, 13
3	1	1	where	13	12	2	Human 1	2, 8, 13
2	2	1	australia	7	2	1	Human 1	6, 7
2	2	1	but	15	8	1	Human 1	8, 15
2	2	1	hunting	15	2	1	Human 1	14, 15
2	2	1	of	7	6	1	Human 1	2, 7
2	2	1	spooky	13	2	1	Human 1	12, 13
2	2	1	them	8	4	1	Human 2	5, 8
2	2	1	wow	12	8	1	Human 2	5, 12

