Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	eggs and hash browns	7	4	1	Human 1	4, 7
2	2	3	. i love	11	2	1	Human 1	10, 11
2	2	3	i just ate	3	2	1	Human 1	2, 3
3	1	2	. i	11	10	2	Human 1	2, 10, 11
3	1	2	eggs and	11	8	1	Human 1	4, 7, 11
3	3	2	i think	9	6	1	Human 1	8, 9, 13
3	3	2	would be	11	6	1	Human 1	8, 11, 13
2	2	2	, i'm	5	2	1	Human 1	4, 5
2	2	2	i had	5	2	1	Human 1	4, 5
2	2	2	one food	9	4	1	Human 1	6, 9
2	2	2	to say	9	2	1	Human 1	8, 9
2	2	2	want to	9	2	1	Human 1	8, 9
10	5	1	i	5	12	1	Human 1	2, 3, 4, 5, 7, 8, 9, 10, 11, 13
7	5	1	food	7	9	1	Human 1	6, 7, 9, 11, 12, 13, 14
7	7	1	the	5	13	1	Human 1	2, 5, 8, 9, 11, 13, 14
6	3	1	would	7	8	1	Human 1	6, 7, 8, 9, 11, 13
6	6	1	you	6	13	2	Human 2	1, 3, 6, 9, 12, 13
5	2	1	and	5	11	1	Human 1	4, 5, 7, 11, 14
4	4	1	a	5	12	1	Human 1	2, 5, 8, 13
4	1	1	be	11	8	2	Human 1	6, 8, 11, 13
4	4	1	breakfast	3	10	1	Human 1	2, 3, 5, 11
4	4	1	eat	7	8	1	Human 1	6, 7, 9, 13
4	2	1	i'm	5	7	2	Human 1	2, 4, 5, 8
4	4	1	that	11	6	1	Human 1	8, 11, 12, 13
4	4	1	what	6	10	1	Human 2	3, 6, 9, 12
3	3	1	are	14	14	2	Human 2	1, 9, 14
3	3	1	it	13	8	2	Human 1	6, 10, 13
3	3	1	my	8	3	1	Human 2	7, 8, 9
3	1	1	one	9	4	2	Human 1	6, 8, 9
3	3	1	that's	7	4	1	Human 1	6, 7, 9
2	2	1	apple	5	2	1	Human 1	4, 5
2	2	1	forever	9	4	1	Human 1	6, 9
2	2	1	great	11	10	1	Human 1	2, 11
2	2	1	have	14	12	1	Human 2	3, 14
2	2	1	in	11	4	1	Human 1	8, 11
2	2	1	like	13	2	1	Human 1	12, 13
2	2	1	or	13	6	1	Human 1	8, 13
2	2	1	orange	11	4	1	Human 1	8, 11
2	2	1	right	5	4	1	Human 1	2, 5
2	2	1	so	8	4	1	Human 2	5, 8
2	2	1	those	9	2	1	Human 1	8, 9
2	1	1	to	9	2	1	Human 1	8, 9

